"marketName","action","usdcAmount","tokenAmount","tokenName","timestamp","hash"
"Bitcoin Up or Down - April 29, 11:10AM-11:15AM ET","Redeem","3","3","","1777475918","0xc4290aca8e0eebf1c17f39139632d29ad827c801301a878ec2091c78a5dd04ba"
"Bitcoin Up or Down - April 29, 11:10AM-11:15AM ET","Buy","2.71944","3","Down","1777475614","0x32b2a3b6053f18692be0999c43370b127e753b92368225ce380e0051fa1865e4"
"Bitcoin Up or Down - April 29, 11:10AM-11:15AM ET","Buy","2.71944","3","Down","1777475614","0x32b2a3b6053f18692be0999c43370b127e753b92368225ce380e0051fa1865e4"
"Bitcoin Up or Down - April 29, 10:30AM-10:35AM ET","Redeem","3","3","","1777473496","0xe22d0a0c1947655934e62919b981b63b3c9fe0ad256fdf97b21c03b65e419410"
"Bitcoin Up or Down - April 29, 10:30AM-10:35AM ET","Buy","2.8602600000000002","3","Down","1777473212","0x3cb2ac939a5751c2753deceb0f336b1e06da3c0ba2d489aa9c389f1057e5aac3"
"Bitcoin Up or Down - April 29, 10:30AM-10:35AM ET","Buy","2.8602600000000002","3","Down","1777473212","0x3cb2ac939a5751c2753deceb0f336b1e06da3c0ba2d489aa9c389f1057e5aac3"
"Bitcoin Up or Down - April 29, 12:00AM-12:05AM ET","Redeem","0","0","","1777470472","0x4d217dfbfcb2962930c09b2a4d2bf39c1a0d7cd34597d483d2f3b5791e7a2f59"
"Bitcoin Up or Down - April 29, 12:00AM-12:05AM ET","Redeem","0","0","","1777470430","0x0e09f62e7b94a707f85c93f416da8567f2f5e880ff2c7f3f3ccfc139c0cb39a0"
"Bitcoin Up or Down - April 29, 9:40AM-9:45AM ET","Redeem","3.068175","3.068175","","1777470380","0xbc7ba048d7d495b49c41b81942266cdcb33e72e47777a67a57e5ecb31101cc5f"
"Bitcoin Up or Down - April 29, 9:40AM-9:45AM ET","Buy","2.723314","3.068175","Down","1777470234","0xe0e4ab691e1e3605d5d9d0992ef4a74d93e7dded2c944541d3975c6ecdb55d3c"
"Bitcoin Up or Down - April 29, 9:40AM-9:45AM ET","Buy","2.723314","3.068175","Down","1777470234","0xe0e4ab691e1e3605d5d9d0992ef4a74d93e7dded2c944541d3975c6ecdb55d3c"
"Bitcoin Up or Down - April 29, 9:35AM-9:40AM ET","Redeem","3","3","","1777470072","0x853de892df33440a6d6e64fb59d878f53d2ceebc29418966e488da177e74fe56"
"Bitcoin Up or Down - April 29, 9:35AM-9:40AM ET","Buy","2.8602600000000002","3","Up","1777469928","0x4f706980d6696c58065c947283056bb0b4393534b7eeed7d6717168f83300cf3"
"Bitcoin Up or Down - April 29, 9:35AM-9:40AM ET","Buy","2.8602600000000002","3","Up","1777469928","0x4f706980d6696c58065c947283056bb0b4393534b7eeed7d6717168f83300cf3"
"Bitcoin Up or Down - April 29, 12:00AM-12:05AM ET","Redeem","0","0","","1777464264","0xa898ee79bf32478694cbed9de3af101dacea3d566c3ef9a4ccbba57b22bc5999"
"Bitcoin Up or Down - April 29, 12:00AM-12:05AM ET","Redeem","3.0319","3.0319","","1777462510","0x35ff1671871b34dd8e86bdd26abde81b75bf6d9b2fddfb447e1cbcfe18127ee9"
"Bitcoin Up or Down - April 29, 12:00AM-12:05AM ET","Buy","2.8622959999999997","3.0319","Down","1777435420","0x25ed228f6fe87e9e84524fdf80589ca9030615b12962e5dc3799f41abf901dd6"
"Bitcoin Up or Down - April 29, 12:00AM-12:05AM ET","Buy","2.8622959999999997","3.0319","Down","1777435420","0x25ed228f6fe87e9e84524fdf80589ca9030615b12962e5dc3799f41abf901dd6"
"Bitcoin Up or Down - April 28, 10:20PM-10:25PM ET","Redeem","3","3","","1777429606","0x5c45b0dbb911876e22df34a9350e44fea9654f65f62ebeaf4983d79f461a99a0"
"Bitcoin Up or Down - April 28, 10:20PM-10:25PM ET","Buy","2.8602600000000002","3","Down","1777429412","0xe546ee937a5a59380606b6d783f399dbfb7188b0630ce67b141bc3307b66dd27"
"Bitcoin Up or Down - April 28, 10:20PM-10:25PM ET","Buy","2.8602600000000002","3","Down","1777429412","0xe546ee937a5a59380606b6d783f399dbfb7188b0630ce67b141bc3307b66dd27"
